index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,set,Expenses,group,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y
2465,5369_03,Mars,True,F/1103/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Sunkle Buche,,0,0.0,5369,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e
2464,5369_02,Mars,False,D/169/P,TRAPPIST-1e,50.0,False,2335.0,2.0,46.0,1.0,0.0,Crick Buche,,0,2384.0,5369,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e
2463,5369_01,Mars,False,F/1103/P,TRAPPIST-1e,26.0,False,178.0,0.0,1168.0,0.0,0.0,Spros Buche,,0,1346.0,5369,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e,F/1103/P,False,Mars,TRAPPIST-1e
2468,5371_02,Mars,False,E/341/S,TRAPPIST-1e,42.0,False,620.0,0.0,318.0,0.0,16.0,Gonut Apple,,0,954.0,5371,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e
2467,5371_01,Mars,True,F/1027/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Coobix Apple,,0,0.0,5371,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e
2469,5371_03,Mars,True,F/1027/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Cats Apple,,0,0.0,5371,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e
2470,5371_04,Mars,False,F/1027/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Panbug Apple,,0,0.0,5371,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e,F/1027/S,False,Mars,TRAPPIST-1e
5030,5375_02,Europa,True,C/210/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Quarke Tramsor,True,1,0.0,5375,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e
5029,5375_01,Europa,True,C/210/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Scharab Tramsor,True,1,0.0,5375,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e,C/210/S,False,Europa,TRAPPIST-1e
2473,5376_02,Europa,True,C/171/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Cherrak Fantlaxed,,0,0.0,5376,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e
2472,5376_01,Europa,True,C/171/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Almino Fantlaxed,,0,0.0,5376,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e,C/171/P,False,Europa,55 Cancri e
2476,5382_01,Europa,True,C/211/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Tabdhib Cralinal,,0,0.0,5382,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e
2477,5382_02,Europa,True,C/211/S,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,Becruxa Cralinal,,0,0.0,5382,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e,C/211/S,False,Europa,55 Cancri e
5035,5384_01,Europa,False,A/65/S,TRAPPIST-1e,34.0,True,0.0,5210.0,0.0,1332.0,2.0,Polam Dinger,True,1,6544.0,5384,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e
5036,5384_02,Europa,False,A/65/S,TRAPPIST-1e,26.0,False,0.0,4894.0,0.0,62.0,85.0,Sulatik Dinger,True,1,5041.0,5384,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e,A/65/S,True,Europa,TRAPPIST-1e
5040,5389_01,Mars,False,F/1106/P,TRAPPIST-1e,27.0,False,2.0,0.0,1320.0,0.0,26.0,Rose Prity,True,1,1348.0,5389,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e
5041,5389_02,Mars,False,F/1106/P,TRAPPIST-1e,32.0,,2497.0,0.0,101.0,0.0,0.0,Swink Prity,False,1,2598.0,5389,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e,F/1106/P,False,Mars,TRAPPIST-1e
5042,5390_01,Earth,True,G/872/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Rosean Owerson,True,1,0.0,5390,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e
5043,5390_02,Earth,True,G/872/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Mayne Owerson,True,1,0.0,5390,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e
5044,5390_03,Earth,False,F/1032/S,TRAPPIST-1e,48.0,False,83.0,110.0,0.0,690.0,8.0,Brank Owerson,True,1,891.0,5390,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e,G/872/S,False,Earth,TRAPPIST-1e
5049,5397_01,Mars,True,D/162/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Rish Jamai,True,1,0.0,5397,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e
5050,5397_02,Mars,True,D/162/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Quid Jamai,True,1,0.0,5397,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e
5051,5397_03,Mars,True,D/162/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Sps Jamai,True,1,0.0,5397,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e,D/162/S,False,Mars,TRAPPIST-1e
5057,5408_02,Mars,False,D/174/P,TRAPPIST-1e,16.0,False,2116.0,0.0,350.0,0.0,901.0,Felios Gene,False,1,3367.0,5408,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e
5056,5408_01,Mars,False,D/174/P,TRAPPIST-1e,32.0,False,1781.0,0.0,654.0,580.0,0.0,Moss Gene,False,1,3015.0,5408,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e,D/174/P,False,Mars,TRAPPIST-1e
5062,5414_01,Earth,False,G/872/P,PSO J318.5-22,16.0,False,481.0,0.0,166.0,0.0,122.0,Leen Buckentry,False,1,769.0,5414,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22
5064,5414_03,Earth,False,F/1112/P,TRAPPIST-1e,22.0,False,0.0,824.0,0.0,0.0,411.0,Chelsa Buckentry,False,1,1235.0,5414,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22
5065,5414_04,Earth,False,F/1112/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,1544.0,Eduana Buckentry,False,1,1544.0,5414,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22
5066,5414_05,Earth,True,G/872/P,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Becca Buckentry,True,1,0.0,5414,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22
5063,5414_02,Earth,False,G/872/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Bryany Buckentry,False,1,0.0,5414,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22,G/872/P,False,Earth,PSO J318.5-22
5068,5416_01,Mars,False,F/1114/P,TRAPPIST-1e,0.0,False,0.0,,0.0,0.0,0.0,Wees Saf,True,1,0.0,5416,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e
5069,5416_02,Mars,False,E/340/P,TRAPPIST-1e,30.0,False,138.0,0.0,208.0,952.0,0.0,Pos Saf,False,1,1298.0,5416,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e
5070,5416_03,Mars,True,F/1114/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Ech Saf,True,1,0.0,5416,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e
5071,5416_04,Mars,False,F/1114/P,55 Cancri e,0.0,False,0.0,0.0,,0.0,0.0,Toats Saf,True,1,0.0,5416,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e,F/1114/P,False,Mars,TRAPPIST-1e
5076,5423_01,Mars,False,F/1116/P,TRAPPIST-1e,49.0,False,552.0,0.0,7.0,0.0,183.0,Almone Prine,False,1,742.0,5423,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e
5077,5423_02,Mars,False,E/341/P,TRAPPIST-1e,28.0,False,142.0,0.0,1878.0,62.0,0.0,Cranch Prine,True,1,2082.0,5423,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e,F/1116/P,False,Mars,TRAPPIST-1e
5079,5424_02,,False,E/342/P,TRAPPIST-1e,64.0,False,469.0,700.0,2.0,1.0,0.0,Docks Dal,False,1,1172.0,5424,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22
5078,5424_01,Mars,False,F/1117/P,PSO J318.5-22,13.0,False,358.0,65.0,599.0,676.0,0.0,Chtios Dal,False,1,1698.0,5424,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22,F/1117/P,False,Mars,PSO J318.5-22
5081,5427_01,,True,F/1118/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Frohs Stie,True,1,0.0,5427,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e
5082,5427_02,Mars,False,F/1118/P,TRAPPIST-1e,18.0,False,3458.0,0.0,216.0,0.0,0.0,Panbug Blane,False,1,3674.0,5427,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e
5083,5427_03,Mars,False,F/1118/P,TRAPPIST-1e,25.0,False,948.0,0.0,1.0,170.0,0.0,Craird Stie,False,1,1119.0,5427,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e,F/1118/P,False,Mars,TRAPPIST-1e
2491,5428_01,Earth,False,F/1039/S,TRAPPIST-1e,16.0,False,444.0,0.0,1.0,231.0,84.0,Kylen Huntt,,0,760.0,5428,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e
2492,5428_02,Earth,True,,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Loria Huntt,,0,0.0,5428,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e,F/1039/S,False,Earth,TRAPPIST-1e
5091,5440_01,Earth,True,G/875/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Beckeey,True,1,0.0,5440,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e
5092,5440_02,Earth,False,F/1041/S,55 Cancri e,30.0,False,0.0,59.0,18.0,639.0,0.0,Crisey Beckeey,False,1,716.0,5440,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e
5093,5440_03,Earth,False,F/1041/S,TRAPPIST-1e,27.0,False,1109.0,0.0,0.0,0.0,0.0,Briney Beckeey,False,1,1109.0,5440,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e,G/875/S,False,Earth,TRAPPIST-1e
5098,5447_01,Mars,True,F/1126/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Sug Dutty,True,1,0.0,5447,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e
5099,5447_02,Mars,True,F/1126/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Poselk Coune,True,1,0.0,5447,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e,F/1126/P,False,Mars,55 Cancri e
5111,5465_01,Mars,False,F/1132/P,TRAPPIST-1e,27.0,False,1.0,1.0,2196.0,372.0,0.0,Sugaly Chité,False,1,2570.0,5465,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e
5112,5465_02,,False,F/1132/P,TRAPPIST-1e,49.0,False,226.0,11.0,2.0,1580.0,0.0,Cings Chité,False,1,1819.0,5465,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e
5113,5465_03,Mars,True,F/1132/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Jacks Chité,True,1,0.0,5465,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e,F/1132/P,False,Mars,TRAPPIST-1e
5115,5466_02,Europa,False,B/185/P,55 Cancri e,33.0,True,0.0,1473.0,1089.0,5700.0,1466.0,Menkin Boltund,False,1,9728.0,5466,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e
5117,5466_04,Europa,False,B/185/P,55 Cancri e,35.0,False,0.0,4618.0,0.0,324.0,12061.0,Asterf Boltund,False,1,17003.0,5466,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e
5114,5466_01,Europa,True,B/185/P,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,Mesons Matoltuble,True,1,0.0,5466,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e
5116,5466_03,Europa,False,B/185/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Alballa Boltund,True,1,0.0,5466,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e
5118,5466_05,Europa,False,B/185/P,TRAPPIST-1e,46.0,False,0.0,4524.0,,243.0,7730.0,Bahyon Matoltuble,False,1,12497.0,5466,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e,B/185/P,False,Europa,55 Cancri e
2506,5473_02,Earth,False,F/1133/P,PSO J318.5-22,60.0,False,,0.0,0.0,690.0,0.0,Felice Rigginsen,,0,690.0,5473,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e
2505,5473_01,Earth,False,G/879/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Jasony Rigginsen,,0,0.0,5473,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e,G/879/P,False,Earth,TRAPPIST-1e
2509,5482_02,Earth,False,F/1049/S,TRAPPIST-1e,37.0,False,867.0,6.0,0.0,0.0,0.0,? ?,,0,873.0,5482,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e
2508,5482_01,Earth,False,E/354/S,55 Cancri e,25.0,False,5.0,471.0,0.0,1.0,216.0,Andine Cofferson,,0,693.0,5482,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e,E/354/S,False,Earth,55 Cancri e
5136,5488_01,Europa,True,B/186/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Tares Hoorherve,True,1,0.0,5488,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e
5137,5488_02,Europa,False,B/186/P,TRAPPIST-1e,15.0,False,0.0,22.0,6805.0,0.0,531.0,Acrabik Hoorherve,True,1,7358.0,5488,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e
5138,5488_03,Europa,False,B/186/P,TRAPPIST-1e,53.0,False,0.0,6634.0,0.0,5047.0,108.0,Krabius Hoorherve,False,1,11789.0,5488,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e
5139,5488_04,Europa,True,B/186/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Weidus Hoorherve,True,1,0.0,5488,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e,B/186/P,False,Europa,TRAPPIST-1e
5140,5489_01,Earth,True,G/881/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Welles,True,1,0.0,5489,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e
5141,5489_02,Earth,True,G/881/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Benew Welles,False,1,0.0,5489,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e,G/881/P,False,Earth,TRAPPIST-1e
5147,5497_01,Europa,True,B/210/S,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Taurah Covetive,True,1,0.0,5497,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e
5148,5497_02,Europa,False,B/210/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Edaron Covetive,True,1,0.0,5497,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e,B/210/S,False,Europa,TRAPPIST-1e
2514,5498_02,Earth,True,G/883/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Mael Hanghanson,,0,0.0,5498,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e
2513,5498_01,Earth,True,G/883/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Charly Hanghanson,,0,0.0,5498,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e,G/883/P,False,Earth,TRAPPIST-1e
2517,5505_01,Earth,False,F/1054/S,,33.0,False,588.0,1.0,0.0,2.0,64.0,Derry Gaineyerson,,0,655.0,5505,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e
2519,5505_03,Earth,False,G/886/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,,Jeanny Whiters,,0,0.0,5505,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e,F/1054/S,False,Earth,TRAPPIST-1e
